称职 Ed49A06@
适用 Ed49A01=
惊涛骇浪 Bg02B02=
清洌 Eb19A01=
日积月累 He13A03=
不厌其烦 Ee30A01=
忽明忽暗 Ia07B02=
巨 Ea03A01=
慕名而来 Hj63A02=
远道而来 Hj63A02=
羞辱 Da13B01=
万般 Ed04D01=
悲鸣 Fc10A07=
低级 Ed06C01=
新式 Dc01C15#
世界大战 Di11B14#
幽 Ea05A01=
红火 Eb04A01=
绝妙 Ed03A01=
钝 Ea10B01=
头痛 Gb10A01=
临近 Id21B01=
失常 Ed43B01=
谈情说爱 Hj51A01=
艰苦创业 Hc05A08@
刀光剑影 Ef10B01=
广为流传 Ie01B01=
埋头苦干 Hj08A01=
出类拔萃 Ed04A01=
出乎意料 Ka16C01=
德才兼备 Al03B10#
心切 Ga10A01=
您好 Hi10C02#
优越 Ed03A10=
不折不扣 Eb02C01=
超前 Ih07A01=
桀骜不驯 Ee07E01=
遵纪守法 Hi39A04#
文明礼貌 Ee31A01=
拔尖 Ed03A01=
一本正经 Ee09A01=
恍然大悟 Ga15A01=
不思进取 Ie12C01=
正当 Ee42A02=
名列前茅 Ed04A01=
洗耳恭听 Fc05A02=
拘束 Ee10C01=
专心致志 Ga13D01=
不孝 Ee06B01=
危 Ea02A01=
壮实 Eb37A01=
闭关锁国 Ee39B01=
愚昧无知 Ee14B01=
率直 Ee04A01=
匀称 Ed37D01=
按捺不住 Gb16C01=
一意孤行 Ee16C01=
牛 Bi06C01=
火暴 Ef03A01=
躁 Ee07B01=
急躁 Ee30B01=
犟 Ee07D01=
倔 Ee07D01=
不甘落后 Gc01B01=
准时 Ka09E01=
不用 Gc03C01=
残缺不全 Eb07C01=
荣 Da13A01=
安居乐业 Ef01B01=
莺歌燕舞 Ef01A01=
草长莺飞 Ib01C06@
万象更新 Ih12A02=
姗姗来迟 Eb22B01=
光彩照人 Eb18A05=
躁动不安 Ee30B01=
此时此刻 Ca10A02=
任人宰割 Hj05B03=
悲 Ef09B01=
不可逆转 Ka15A03=
悲苦 Ga01B03=
不济 Ed47C01=
大起大落 Ih06C01=
从古到今 Ka10B01=
受不了 Ie18B01=
不可逾越 Je09B02@
生灵 Aa01B01=
清晰可见 Fc04A38#
稠 Eb03A01=
漫漫 Ea01A01=
风风雨雨 Ia03B05=
腥风血雨 Ef09B02=
历经沧桑 Da02A02=
确实 Eb11A01=
累累 Eb01A01=
青黄不接 Ed39C01=
幽暗 Eb18B01=
硝烟弥漫 Ea04A01=
风雨飘摇 Ef01C01=
如火如荼 Ed15A04=
日复一日 Ca23A18@
激扬 Hi34A02=
蹉跎 Hj03B03=
血雨腥风 Ef09B02=
战火纷飞 Da21A21@
安好 Ef08A01=
太平 Ef01A01=
青葱 Ec02C01=
相濡以沫 Hi36A02=
丰美 Ed39A01=
丰茂 Eb04A01=
成百上千 Eb01A01=
均匀 Ed37D01=
完好无损 Eb07A01=
流离失所 Hj06A01=
富庶 Ef14A01=
古道热肠 Ee02A01=
天底下 Di01A01=
哀痛 Ga01B02=
造福一方 Hj15B01=
爱不释手 Gb09A01=
醇美 Ed03A01=
逍遥 Ee10D01=
守信 Hi04A01=
冷艳 Ee33E01=
苦寒 Eb26A03=
兢兢业业 Ee28C01=
光速 Dn01A47#
清馨 Eb28C01=
人满为患 Ef03B01=
关怀备至 Gb19A01=
顺眼 Eb30A01=
可亲可敬 Gb12A05=
佳 Ed03A01=
挺身而出 Hj64A04#
洁 Ef12A01=
昌盛 Ef02A01=
明快 Eb18A01=
热忱 Ee33D01=
丝绸之路 Bn11A12#
独到 Ed04C02=
清冽 Eb19A01=
体面 Da26C01=
擦肩而过 Id18D01=
摩肩接踵 Ef03B01=
均衡 Ed37D01=
辛辣 Ec09E01=
自大 Ee34D01=
幼 Ab04B01=
馋嘴 Ak12C01=
柔媚 Eb30A06=
明晰 Eb20A01=
硬朗 Eb37A01=
拨云见日 Ed46A01=
不管怎样 Kc10A02=
晴好 Ia01A03=
风吹雨打 Ef07B01=
少见 Eb01D01=
三伏 Ca19C03=
鬼 Aa01A07=
阴雨连绵 Ia03B02@
不灵 Ee14B01=
摧枯拉朽 Ed15A04=
能动 Ee23A01=
牛郎织女 Aj17A04@
光怪陆离 Ec06B02=
俗气 Ee42B01=
民族英雄 Ak01A01=
毛遂自荐 Hi16B03=
夸父追日 Hj67C03#
悲痛欲绝 Ga01B02=
好玩儿 Ed42A01=
霸王别姬 Ie09B05#
天马行空 Ed22B01=
娓娓道来 Hi12A27=
掩耳盗铃 Hi49A06=
勾心斗角 Ha02A02=
没劲 Ed42B01=
悲戚 Ga01B01=
传奇 Dk25B02#
亲眼目睹 Fc04A22=
廉洁 Ee41A01=
杞人忧天 Ee08B01=
精彩纷呈 Ed03A02=
愚公移山 Ee25A01=
荡气回肠 Ed40B01=
开天辟地 Da06A02=
凄婉 Ef09B01=
拔苗助长 Je06B02=
附带 Ed28B01=
一见钟情 Gb09B04=
闻所未闻 Ed04B01=
塞翁失马 If03A02@
动人心魄 Ga17B01=
艰苦奋斗 Hj08A01=
啼笑皆非 If04C01=
舍己救人 Ee40D03=
十二生肖 Dd15C01=
妙趣横生 Ed42A01=
滥竽充数 Hj58B01=
交朋友 Hi01A08#
完璧归赵 Hi27D01=
精卫填海 Ee12C01=
悲欢离合 Da08A10#
负荆请罪 Hi30A04=
滴水穿石 Ee25A01=
画蛇添足 Ed30B01=
妖魔鬼怪 Dh01E01=
沧海桑田 Da02A03=
三顾茅庐 Hi03A01=
卧薪尝胆 Ee24A01=
粗俗 Ee42B01=
恒久 Eb24B01=
守株待兔 Ee16B01=
颓败 Ef02B02=
点石成金 Hg18B07#
娴熟 Ee22A01=
少不了 Ed30A01=
精炼 Ed37A01=
反动 Da25B02=
庞杂 Ef13B01=
宽泛 Ed38A01=
简要 Eb08B01=
异彩纷呈 Ec06B01=
从小到大 Eb24A02=
坚贞 Ee12C01=
开花结果 Ib21B02@
明确 Ed46A01=
坚贞不屈 Ee12B01=
忠贞不渝 Df02C01=
坚 Eb10A01=
始终如一 Ee25A01=
坚贞不渝 Ee12C01=
耐用 Eb11A01=
低贱 Ed26B01=
为人师表 Dd11B03=
春风化雨 Hg01A01=
诲人不倦 Ee30A01=
教书育人 Hg07A02=
不堪重负 Hj24A03#
普天同庆 Hi10B11#
粗厚 Ea05C01=
充沛 Ed39A01=
正好 Ed49A01=
斑驳陆离 Ec06B03=
散漫 Ee11C01=
炽烈 Ed15A01=
温煦 Eb26D01=
和暖 Eb26D01=
暴烈 Ee07B01=
充裕 Ed39A01=
少有 Eb01D01=
扎眼 Ed46A01=
亲和 Ee07A01=
傲 Ee34D01=
凶残 Ak03D07=
攻无不克 Ed19B01=
毫不留情 Ed15A03=
咄咄逼人 Ed15B01=
孜孜不倦 Ee24A01=
谆谆 Ee05D01=
必不可缺 Ed28A01=
自然灾害 Da09B11=
螳螂 Bi18A09=
狂热 Ib17A03@
精粹 Dg01A01=
普及 Ie13A02=
仁人志士 Ak03B01=
英武 Ed21A01=
锐不可当 Ed15A04=
磅礴 Ed21B01=
后浪推前浪 Je06A01=
轩昂 Da27B02@
恢弘 Hj16A01=
居高临下 Ed21B02=
气吞山河 Ed21B01=
翻江倒海 Hj12B02=
严谨 Ed11A02=
好战 Hb02C15=
狭隘 Ea04C01=
主观 Ed13B01=
独立自主 Hj05A01=
首屈一指 Ed04A01=
强盛 Ed19B02=
得当 Ed49A01=
强身健体 Hg06B04=
高明 Al03A02=
一举两得 If25A02=
惟一 Ed04B02=
可行 Ed47A01=
拙劣 Ed03B03=
两全其美 Ed03A01=
省力 Ee26A01=
熟练 Ee22A01=
惨绝人寰 Ee01C02=
完善 Ed11A01=
声东击西 Hb08B08#
行之有效 Ed47A01=
极端 Dd13B02=
为人处事 Hi01B01=
可取 Dd02A01=
累人 Ic06A01=
恰恰相反 Jb02B01=
简便 Ed37A01=
庸俗 Ee42B01=
纤巧 Eb33C01=
不便 Ed48B01=
一声令下 Hc11C01=
芸芸众生 Ba01A10@
兴致勃勃 Ga17A02=
甲天下 Ed25A01=
刚好 Ka26A01=
适中 Ea03B01=
适量 Ed49A01=
健忘 Ed07C02@
灵光 Bg03B14#
低下 Ed26B01=
圆乎乎 Ea13B01=
阔 De01D02=
虚怀若谷 Ee34A01=
豁达 Ee35A01=
阔大 Ea04B01=
狂躁 Ef01D01=
旷达 Ee10B01=
伪善 Ee05E01=
沉郁 Ga02B01=
别开生面 Ed04C02=
生老病死 Da17A02=
荒山野岭 Be04A06=
五谷丰登 If26A01=
势如破竹 Ed15A04=
繁荣昌盛 Ef02A01=
鳞次栉比 Eb01A05=
迅雷不及掩耳之势 Eb23A06=
潜移默化 Ih01A08=
金蝉脱壳 Hj38A01=
衰 Ef02B02=
新陈代谢 Ih02B17#
废寝忘食 Ee24A01=
从始至终 Ee25A01=
繁琐 Ed36C01=
关键 Ca04C01=
习以为常 Ed04D01=
循序渐进 Ie12A03=
欢娱 Ga01A01=
生离死别 Da08A10#
远近闻名 Da26A12#
妙手回春 Ee17A04=
治病救人 Hg20A17@
德高望重 Ed25A02=
从小 Ca11A03=
确定 Hc14C03=
切实可行 Ed10A01=
灰心 Ga05A01=
井然有序 Ef13A02=
山青水秀 Eb30A08=
腥臭 Ec07B03#
与世无争 Ee11A01=
相宜 Ed49A01=
暧昧 Ed44B01=
迂腐 Ee39B01=
依稀可见 Fc04A38#
酸疼 Ib11C06#
蠢笨 Ee14B01=
简明 Eb08B01=
吃苦耐劳 Ee24A01=
热胀冷缩 Da22A06#
尊老 Ee33A02=
半途而废 Ig02B01=
谆谆教导 Hg01A02=
不劳而获 If02A04=
骄兵必败 Ih11C03@
千古不变 Ed14A03=
妇孺皆知 Ed25A01=
熟能生巧 Ee22A01=
适者生存 Hi58A04#
亡羊补牢 Hj16D01=
一诺千金 Hi04A01=
显而易见 Ed46A01=
受益匪浅 If02A05=
干练 Ee21A01=
精确 Ed12B01=
吉祥 If03C01=
非同寻常 Ed04C01=
触目惊心 Ed29C01=
心潮澎湃 Ga17A01=
倒计时 Hj29C16#
侥幸 If03A01=
忐忑 Ga07B01=
轻率 Ee28D01=
松懈 Ga13B01=
卑鄙 Ed26B01=
患得患失 Ee40E01=
喷薄欲出 Ih13A01=
喷薄而出 Jd07A05=
滥 Ka19C01=
繁重 Ed07B01=
兴盛 Ef02A01=
经典 Dk20B08=
举世瞩目 Ed25A01=
动荡不安 Ef01C01=
忍气吞声 Gb16A01=
当家作主 Ha03A05=
今非昔比 Jb02A01=
一统 Hj30A01=
寸草不生 Eb04B01=
贫弱 Ed19C01=
百废待兴 Ef02B01=
大度 Ee35A01=
恐 Ka17A01=
一穷二白 Ef14C01=
大一统 Ie08A01=
泱泱大国 Di02A08=
智 Db09A01=
天蓝 Ec02A01=
悲切 Ga01B02=
杀人不眨眼 Ee01C02=
无恶不作 Hj57A03#
神通广大 Ee17A01=
千古不朽 Ed24A02=
改过自新 Hj66E03=
千载难逢 Eb01D01=
好不容易 Ka13C01=
大显身手 Hj12B02=
出人头地 Ed04A01=
东山再起 Jd08B01=
赚钱 He05A01=
脱颖而出 Jd07A05=
扬长避短 Hj25D01=
凑巧 Ka26A01=
放松 Ih10D01=
乘虚而入 Hj64B06#
超然 Ee34A02=
十里八乡 Cb25B05#
高深莫测 Ed08B01=
冷寂 Ef04A01=
蓝幽幽 Bg06A15#
苍翠 Ec02C01=
万古长青 Ef02A01=
自食其力 Hj05A02=
举目无亲 Ef05A01=
物欲横流 Ee41B01=
浮华 Eb32A02=
乌烟瘴气 Ed23C01=
依山傍水 Id21B03@
带劲 Ed42A03=
闭塞 Id20B01=
迟暮 Ca29A01=
不妙 Ed03B01=
震天动地 Ed15A04=
迫在眉睫 Ed29A01=
老气 Ee21A01=
不和 Da12B01=
唯唯诺诺 Ee07C02=
真情实感 Df04A05#
炙手可热 Da26A10@
对外开放 Di09A04#
利国利民 Je10A02=
休养生息 Jd08B02=
优厚 Ed03A10=
计划生育 Di09B11#
鹤发童颜 Eb37A02=
行云流水 Ed51A02=
崇山峻岭 Be04A03=
丰功伟绩 Da14B07=
茂 Eb04A01=
将心比心 Gb18C02=
空荡荡 Eb06A01=
容光焕发 Ic05B01=
逗人 Hi55A03@
随波逐流 Ee16A01=
抠门 Ee35D01=
如花似锦 Eb30A07=
芜杂 Ef13B01=
巧 Ed03A04=
通情达理 Ee38C01=
酥 Eb10C01=
片面 Ed11B01=
畅 Ga06C03=
恶浊 Ef12B01=
宽裕 Ef14A01=
孤寡老人 Ag03A02=
拮据 Ef14C02=
冷清清 Ef04B04=
赞叹不已 Hi40A01=
垂涎三尺 Ee41B01=
声势浩大 Ed21B01=
夜以继日 Ee24A02=
聪明才智 De04A04=
独具一格 Ed04C02=
无可比拟 Ed04B02=
民间艺术 Dk25A07@
与世隔绝 Ef05B01=
意犹未尽 Ed16B01=
灵通 Eb23A01=
愁闷 Ga02A03=
立刻 Ka08A01=
合拍 Jc02A01=
心虚 Ee13B01=
迫不及待 Ed29A01=
抑郁 Ga02A03=
恋恋不舍 Ga14C01=
望子成龙 Gb04A02=
莫明其妙 Eb20B01=
惴惴不安 Ga07B01=
跃跃欲试 Hj12D01=
豁然开朗 Gb08A10=
不可名状 Ed43C04=
无能为力 Ga12B01=
烦乱 Ga02B01=
舒坦 Ef07A01=
欠佳 Ed03B01=
提心吊胆 Ga16B01=
百感交集 Ga17A01=
苦闷 Ga02B01=
沉痛 Ed29B01=
急迫 Ed29A01=
不爽 Ib10A02=
怅然若失 Ga04B01=
有意 Ka20B01=
畅快 Ga06C01=
好受 Ga06C01=
怅然 Ga04B01=
相见恨晚 Ed32A01=
通畅 Ed09B01=
通顺 Ed09B01=
凉丝丝 Eb26C01=
旺 Ef02A01=
大街小巷 Bn11A11#
斤斤计较 Ee35D01=
够 He14A01=
空余 Ca05B01=
打吊针 Hg20B06#
常 Ka10A01=
紧迫 Ed29A01=
同一 Jb01A01=
费 Dj08C01=
摸爬滚打 Hj11B07=
面对面 Fc04A12=
年复一年 Ig03C02=
惟独 Ka07B01=
苦思冥想 Gb01B04=
有史以来 Ka10B01=
依依惜别 Hi06A03@
悠然自得 Ef06C02=
一如既往 Ed14A02=
猩红 Ec01A01=
时时刻刻 Ka11A01=
默默 Ed25B01=
风雨无阻 Id20A01=
锋芒毕露 Ee34D01=
简练 Eb08B01=
精练 Eb08B01=
平易 Ea11A01=
长篇大论 Eb08A01=
工整 Ed09A01=
艰涩 Ed09C01=
深深地 Ea05A01=
日日夜夜 Eb24A06=
丰 Eb04A01=
潦倒 If06B01=
恶臭 Ec07B01=
骄人 Ed03A04=
冷若冰霜 Eb26A02=
潮红 Ec01A01=
咪咪 Ea04A02=
凄切 Ga01B05=
他妈的 Dk11A67@
声嘶力竭 Ic06A02=
凄楚 Ga01B05=
惨痛 Ef09B01=
可怜巴巴 Ed41C01=
涣散 Ga13B01=
哀求 Hi25A05=
责备 Hi21A01=
异样 Dd04B01=
殷切 Ee05D01=
讶异 Ga16A01=
坦诚 Ee03B01=
恳切 Ee05D01=
凌厉 Ed15A01=
饥渴 Ib05B02#
俭朴 Ee26A01=
恶魔 Ak03D06=
圣 Ak03C01=
超凡 Ed03A04=
同甘共苦 Ie08A03=
排忧解难 Jd09A01=
亲如兄弟 Ed32A01=
焦渴 Ib06A01=
甜蜜蜜 Ef09A01=
遍体鳞伤 Ib10B02=
爽直 Ee04A01=
触景生情 Ga17B02=
要强 Gb12D01=
战战兢兢 Ee28C01=
平平安安 Ef08A01=
危重 Ib10A06=
痛不欲生 Ga01B02=
甘 Ec09A01=
不竭 Ka19A01=
百年不遇 Eb01D01=
精干 Ee17A01=
精悍 Ed15B01=
艰 Da10C01=
可喜 Ed40A01=
荣华富贵 Ef14A01=
孤苦 Ef14C02=
穷困 Ef14C01=
清白 Ee43A02=
愤世嫉俗 Gb10B04=
光辉灿烂 Eb18A01=
庸碌 Ee17B01=
满腹经纶 Ee18A01=
风光 Dc02A01=
清正 Ee41A01=
凶险 Ee01D01=
空明 Eb18A01=
浑 Eb02C01=
必备 Ed30A01=
未知 Gb08D01=
颓靡 Ga05A03=
不明 Eb20B01=
切实 Ed10A01=
客观 Ed13A01=
丰裕 Ef14A01=
丰足 Ef14A01=
生龙活虎 Ee09B01=
秃 Ea10B01=
炊烟袅袅 Ia06B02@
偏远 Eb21A02=
为数不多 Eb01B03=
倦 Gb10A03=
时断时续 Ee25B01=
闭月羞花 Eb30A09=
独具特色 Ed04C02=
规规矩矩 Ee11A01=
不苟言笑 Ee09A01=
不严 Ee36B01=
宏阔 Ea04A01=
旷远 Ea04A01=
错落有致 Ef13A02=
刚健 Ed22A01=
重复 Ig04A01=
沉迷 Ga14A01=
入迷 Ga14A01=
迷 Ga14A01=
适度 Ed49A01=
改头换面 Ed14A03=
异想天开 Gb01A02=
过家家 Hj48A08#
起劲 Ic05A01=
急急忙忙 Ef06B01=
庞然大物 Ea03A01=
惨重 Ed29B01=
特大 Ea03A01=
史无前例 Ed04B01=
撼天动地 Ed15A04=
惨烈 Eb26A03=
天灾人祸 Da09B01=
灿 Eb18A01=
殷勤 Ee33B01=
和善 Ee07A01=
可人 Ed40A01=
欢愉 Ga01A01=
落拓 If06B01=
玩世不恭 Ee11C02=
如沐春风 Ga06C01=
牵强 Ed13D01=
奸诈 Ee05B01=
酣 Ed16D01=
闻名遐迩 Ed25A01=
苦口婆心 Df06A01=
直白 Ka25C01=
冠冕堂皇 Eb32A01=
尖刻 Ed15B01=
坦率 Ee03B01=
模模糊糊 Eb20B01=
顽固 Ee16C01=
斑驳 Ec06B03=
别出心裁 Ed04C02=
曲径通幽 Hf06D03@
无人问津 Ed25D01=
幽寂 Ef04A01=
清净 Ef04A01=
幽僻 Ef04A01=
剽悍 Ee13A01=
仁义 Ee01B01=
奇崛 Ed04C02=
贪心 Df07A07#
凶悍 Ee01C01=
贪得无厌 Ee41B01=
冷峻 Ee33E01=
姣好 Eb30A01=
委靡 Ga05A03=
精神焕发 Ic05B01=
尔虞我诈 Hi49A01=
追名逐利 Dd03A07#
刀耕火种 Hd17D10=
急功近利 Ee20B01=
险恶 Ed21C01=
优胜劣汰 Ih05C12=
茹毛饮血 Fc06D01=
至理名言 Dk11A07=
尽责 Hj15A01=
寡 Eb01B01=
举足轻重 Ed28A01=
至关重要 Ed28A01=
遥遥无期 Eb24A01=
一览无余 Fc04A11=
不复 Ka14B01=
千真万确 Ed01C01=
令人发指 Ga03A04=
胡思乱想 Gb01A02=
麻痹 Ga13B01=
信手拈来 Ed07C01=
荒无人烟 Eb01D01=
人迹罕至 Ef04B01=
义无反顾 Ie12A02=
披荆斩棘 Ee13A01=
旷日持久 Eb24A01=
骇人听闻 Ed41A01=
数以百计 Eb01A02=
惨无人道 Ee01C02=
生死存亡 Da17A02=
艰苦卓绝 Ef07B01=
虚心 Ee34A01=
一文不值 Ed20B01=
涩 Ec09D01=
嫩绿 Ec02C02=
有的是 Eb01A01=
和睦相处 Hi01A04=
影影绰绰 Eb20B01=
丰富多采 Eb01C01=
低三下四 Ed26B01=
相称 Jc01B01=
置之不理 Gb21E01=
大相径庭 Jb02A02=
得过且过 Ee23B01=
一视同仁 Ee40A01=
谦逊 Ee34A01=
老老实实 Ee05A01=
漠不关心 Ee33E01=
一丝不苟 Ee27A01=
实事求是 Ed01A01=
浑浑噩噩 Ee18C01=
廉 Ed27C01=
果敢 Ee12A01=
负责 Ee27A01=
只争朝夕 Ee24A02=
走马观花 Hj26A06@
嗤之以鼻 Gb21D01=
心平气和 Ga09B01=
勤勉 Ee24A01=
置之度外 Gb21E01=
临危不惧 Ee13A01=
恪尽职守 Ee27A01=
达观 Ee08A01=
勤恳 Ee24A01=
自私自利 Ee40E01=
多灾多难 If03D02=
安定团结 Ef01B01=
如日中天 Ef02A01=
除旧迎新 Ih12A03=
两袖清风 Ee41A01=
低洼 Ea10D01=
隐约可见 Eb20B01=
押韵 Di24A11@
杂 Id25A01=
深长 Ed16B01=
从古至今 Ka10B01=
慈 Ee01B01=
蛮 Di04B10#
热乎 Eb26B01=
清一色 Ka07A01=
没趣 Ed42B01=
痴 Ee14B01=
风格各异 Jb02A07#
健硕 Eb37A01=
穷凶极恶 Ee01C01=
势不两立 Ie03A01=
心狠手辣 Ee01C02=
如狼似虎 Ee01C02=
郁 Ie02C01=
精灵 Dh01C01=
颓丧 Ga05A03=
风驰电掣 Eb23A03=
憨 Ee02A01=
省心 Ed48A01=
好吃懒做 Ee24C01=
耀目 Eb18A02=
相亲相爱 Ed32A01=
不谋而合 Jb01A02=
遥遥领先 Ie11A01=
卖力 Ka19A01=
幽婉 Ed16B01=
稀奇古怪 Ed43C01=
希奇 Ed43C01=
有识之士 Al04A02=
可望而不可及 Ga12A01=
徐徐 Eb23B01=
飒爽英姿 Dc03B02=
眼熟 Ed31A01=
孤立 Hi58D01@
满头大汗 Ib08D01=
穿针引线 Hi16A01=
矫捷 Eb23A01=
奋不顾身 Ee13A01=
挥汗如雨 Ib08D01=
豪壮 Ed21B01=
举世无双 Ed04B02=
大千世界 Di01A01=
翩然 Eb13D02=
高不可攀 Ed26A01=
峻峭 Ea12B01=
远远 Eb21A01=
迥然不同 Jb02A02=
高峻 Ea12B01=
海枯石烂 Ee12C01=
天荒地老 Eb24A01=
羞 Ga08A01=
老练 Ee21A01=
全能 Ee17A02=
纨绔子弟 Ak09A01=
无耻 Ed24B01=
挑食 Hj45C05=
稳当 Ed50A01=
要紧 Ed28A01=
血气方刚 Eb36B01=
浓眉大眼 Dc03A02=
事业有成 If22A01=
精壮 Eb37A01=
孝 Bq03A25=
十恶不赦 Ee01C04=
厚道 Ee02A01=
偏心 Ee40C01=
谆谆教诲 Hg01A02=
恼火 Ga03A03=
普天之下 Di01A01=
错乱 Ed43B01=
正派 Ee42A02=
武断 Ee38B01=
笑容满面 Ic01A12=
守信用 Hi04A01=
百年树人 Hg07A04@
愕然 Ga16A01=
孜孜以求 Ee24A02=
心细 Ee28A01=
得力 Ed47A01=
神明 Dh01A01=
精明能干 Ee14A01=
明察秋毫 Ee14A03=
津津有味 Ed42A03=
桃李满天下 Hg01A07@
奖罚分明 Ed23B02=
尽职尽责 Hj24C02=
平易近人 Ee07A01=
不怎么样 Ed06B02=
器重 Gb21A01=
打成一片 Ie08A01=
敬业 Ee27A01=
悠 Id14D01=
精明 Ee14A03=
议论纷纷 Hi41C06=
难堪 Ga12C01=
恩重如山 Ed16C02=
明智 Ee14A03=
花样游泳 Hh06B04#
中用 Ed47A01=
卑劣 Ed03B03=
凶暴 Ee01C01=
刚直 Ee03A01=
油然而生 Jd07A01=
林林总总 Eb01A03=
字里行间 Dk10A03=
淡泊 Ee32A01=
随遇而安 Ee11A01=
车载 Hf05B14#
数以千计 Hj29C08@
稳健 Ed22A01=
宇宙飞船 Bo22C07#
疲乏 Ic06A01=
高达 Je12B01=
肥硕 Ea07A01=
天高地厚 Ed16C01=
裸 Id03A01=
深蓝色 Bg06A15#
薄暮 Ca29A01=
整个 Eb02C01=
淡蓝 Ec02A02=
蓝盈盈 Ec02A01=
寥落 Eb01B01=
凤毛麟角 Eb01B02=
争芳斗艳 Ib21A01=
摇曳多姿 Dc03B03=
怀才不遇 If06B01=
黄钟大吕 Bp13A36#
萎靡 Ef02B02=
迟缓 Eb23B01=
镇静 Ga09A01=
缓缓 Eb23B01=
拖沓 Ee24D01=
晴天霹雳 Da02A01=
平板 Ed14D01=
轻便 Ed48A01=
万事通 Al03B05=
整齐划一 Ef13A01=
千秋万代 Eb24B01=
显赫 Ed25A01=
无比 Ed04B02=
文化教育 Di18A03#
岁 Ca14A01=
岌岌可危 Ef08B01=
翻山越岭 Hf04A04=
前无古人 Ed04B01=
红得发紫 Ed25A01=
捷 If21A01=
瘙痒 Ib11A01=
安闲 Ef06C01=
略微 Ka05C01=
危机四伏 Ef08B02=
精锐 Ed19B01=
救国救民 Ha04B01=
重见天日 Ih11A02=
才高八斗 Ee18A01=
离谱 Hj65A01=
不速之客 Aj05B04#
饥寒交迫 Ef14C03=
无所事事 Ef06C02=
吃喝玩乐 Ie12C01=
乳臭 Ec08C01=
自以为是 Ee16C01=
名扬四海 If05A01=
鼎鼎大名 Ed25A01=
寂寂 Ef04A01=
平平 Ed06B02=
不菲 Ed27A01=
一塌糊涂 Ed03B02=
点滴 Eb01B01=
差劲 Ed03B01=
不尽人意 Ga06D01=
令人满意 Ga06A01=
可想而知 Hj27B02@
不相上下 Jb01B02=
见不得人 Eb30B01=
出人意料 Ka16A01=
显著 Ed46A01=
令人瞩目 Gb20A01=
相像 Jb03A01=
年老多病 Ib10A01=
温情脉脉 Ee44A01=
无私无畏 Ee40D05=
势单力薄 Ed19C01=
手软 Ee01B01=
浪迹天涯 Hj06A01=
奇险 Da01A13=
留连忘返 Ga14C01=
青山绿水 Dc02A01=
心寒 Ga05A01=
体贴入微 Ed32A01=
无所适从 Ga09C01=
深入 Ed16A01=
中产阶级 Di06A04#
窘迫 Ef14C02=
困顿 Ef14C02=
丰衣足食 Ef14A01=
书香门第 Di05B04=
真心诚意 Ee05D01=
微乎其微 Ea03C01=
罪魁祸首 An02A04=
诡计多端 Ee05B01=
饥肠辘辘 Ib05B01=
洗洁 Fa21A01=
平底 Bc01B01=
保温 Jd01C03#
可嘉 Hi40A05@
异乎寻常 Ed04C01=
永往直前 Hj67A01=
破釜沉舟 Ee12C01=
自怨自艾 Gb23A01=
独树一帜 Ed04C02=
父老乡亲 Ad03C01=
贱 Ed26B01=
悦目 Eb30A01=
挥霍 Ee26B01=
健朗 Eb37A01=
利索 Ee16D01=
人头攒动 Ef03B01=
天下无双 Ed04A01=
过目不忘 Ee14A02=
十万火急 Ed29A01=
一日千里 Eb23A03=
瞠目结舌 Ic04B01=
一目十行 Eb23A07=
突飞猛进 Ie12A02=
迅雷不及掩耳 Eb23A06=
偷工减料 Ee27B01=
侃侃而谈 Hi12A34=
翩然起舞 Hh04B01=
天仙 Ac03A01=
拾金不昧 De01C06@
不怕牺牲 Ee13A01=
潮润 Eb27D01=
轻浮 Ee29C01=
忠贞 Ee06A01=
流芳百世 Ed24A02=
稀落 Ef02B02=
熙来攘往 Ef03A02=
阔绰 Eb32A02=
费时 Ed07A01=
龙飞凤舞 Ed03A07=
顺心 Ga06A01=
鸡毛蒜皮 Ed28C01=
无足轻重 Ed20B01=
琐屑 Da01A31=
不值一提 Ed20B01=
闷闷不乐 Ga02A03=
茅塞顿开 Gb08A10=
东张西望 Fc04A09=
怡然自得 Ga04A01=
专注 Gb20A01=
左邻右舍 Aj02C01=
高三 Ca03A19#
赴汤蹈火 Ee13A01=
为国捐躯 Ib03B03=
大汗淋漓 Ib08D01=
暗喜 Ga01A01=
心急 Ga10A01=
热诚 Ee05D01=
妻离子散 Ef09B02=
默不作声 Ic04C01=
乐呵呵 Ga01A01=
焦头烂额 If04C02=
不得已 Ga12A01=
狐假虎威 Hi58A01=
心软 Eb10B01=
见多识广 Ee18A01=
分散 Ie10B01=
隐忍 Gb16A01=
坚忍 Ee12C01=
不慌不忙 Ga09A02=
狡诈 Ee05B01=
怪僻 Ed43B02=
耿直 Ee03A01=
鲁莽 Ee28D01=
各异 Jb02A01=
直率 Ee04A01=
多疑 Gb14C01=
疏松 Ed34B01=
一片汪洋 If17C02=
满腔热情 Ee33D01=
抢眼 Ed03A02=
大红大紫 Da26A12#
雕梁画栋 Bn01B10=
扁圆 Ea13B02=
挨家挨户 Ka24B01=
进退两难 If04C01=
一鼓作气 Ka11A02=
世袭 Ie01B03=
数以百万计 Eb01A02=
孤立无援 Ef05A01=
不务正业 Ee19B01=
隐形 Hj38B01=
冷面 Br05A11#
暗中 Ed44B03=
逍遥自在 Ga06C02=
满意 Ga06A01=
萍水相逢 Id18C03=
